# 25:25 (xy)
0,3,2
0,6,5
0,9,4
0,12,5
0,16,4
0,18,4
0,20,5
0,24,2
1,7,2
2,9,4
2,12,5
2,16,4
3,4,1
3,6,3
3,15,1
3,20,3
3,24,4
4,0,3
4,5,3
5,2,3
5,4,1
5,12,4
5,15,2
6,18,2
6,23,2
7,0,6
7,2,4
8,1,1
8,5,3
8,13,2
8,16,7
8,22,1
9,0,5
9,7,6
10,1,1
10,14,1
10,16,4
10,21,2
10,23,4
11,9,4
11,12,5
11,17,4
11,20,2
12,1,2
12,3,4
12,7,6
12,23,5
13,15,3
13,21,1
13,24,4
15,0,4
15,3,5
15,6,2
15,13,2
15,15,6
15,17,3
15,19,3
15,23,4
16,24,3
17,11,3
17,14,2
17,23,2
18,4,1
20,0,3
21,4,3
21,7,4
21,11,4
21,24,4
24,0,2
24,14,3
24,24,4
