# 24:25 (xy)
0,2,3
0,10,3
0,14,3
0,20,4
0,24,2
1,13,2
1,15,3
2,2,3
2,5,3
2,8,2
2,11,1
2,17,1
2,20,3
3,0,3
3,3,2
3,7,5
3,9,4
3,15,4
3,18,3
4,21,2
5,0,6
5,7,6
5,9,4
5,12,4
5,15,5
5,19,1
6,14,2
6,21,3
7,11,1
8,17,2
9,1,3
9,7,4
9,11,4
9,14,3
10,19,3
10,21,2
10,24,3
11,1,5
11,15,6
11,17,3
12,0,3
12,2,2
12,9,4
12,20,3
12,23,3
13,24,3
14,1,5
14,5,3
14,9,4
14,13,1
14,23,1
15,19,3
15,24,5
16,1,4
16,3,4
16,8,3
16,10,4
16,15,4
16,23,1
18,1,2
18,4,4
18,6,3
18,18,4
18,23,2
19,16,3
19,20,3
19,24,4
20,0,1
21,1,1
21,4,3
21,10,4
21,16,5
21,20,3
21,23,1
22,11,1
22,14,2
22,24,2
23,3,2
23,10,3
23,19,3
23,21,2
