# 25:25 (xy)
0,17,1
0,20,2
3,0,2
3,7,4
3,10,4
3,15,5
3,20,3
5,3,3
5,7,4
5,15,4
5,20,5
5,23,3
6,1,2
7,4,2
7,7,5
7,20,4
7,22,2
7,24,2
8,1,4
8,3,5
8,8,1
8,10,3
8,12,4
8,15,3
8,23,4
9,0,3
9,2,3
10,3,3
10,7,5
10,10,3
10,12,4
10,23,5
11,0,3
12,8,1
12,13,2
12,21,2
13,0,4
13,2,5
14,7,6
14,19,2
15,0,4
15,2,4
16,13,3
16,17,4
16,21,3
16,23,3
17,1,1
17,3,2
17,22,1
17,24,3
18,11,2
18,13,6
18,16,2
19,0,3
19,7,4
19,15,5
19,17,6
19,20,4
19,22,3
20,1,2
20,3,4
20,8,4
20,10,3
20,14,1
20,19,2
20,23,2
22,3,2
22,5,1
22,16,2
22,19,3
22,21,1
23,1,3
23,4,3
23,15,3
24,0,2
24,3,2
24,6,3
24,8,4
24,10,3
24,16,4
24,24,3
