# 25:25 (xy)
0,5,1
0,9,4
0,13,4
0,21,4
0,24,3
1,0,3
1,8,1
2,2,2
2,4,2
2,7,3
2,9,5
2,16,1
2,18,2
2,21,3
2,23,2
3,10,3
3,13,4
3,17,4
4,3,1
4,7,5
4,9,5
5,4,1
5,6,3
5,10,5
5,17,3
5,24,4
6,0,5
6,2,6
6,5,2
6,11,3
6,20,6
6,22,3
7,14,4
7,18,2
8,11,3
8,17,2
8,23,3
9,9,3
10,0,4
10,2,6
10,6,6
10,23,4
11,9,3
11,11,2
12,3,2
12,5,3
13,17,3
13,20,4
13,24,4
14,3,1
14,23,3
15,2,3
15,5,5
15,10,6
15,12,5
15,14,6
15,19,2
15,24,4
16,6,2
17,0,5
17,3,4
17,12,3
17,18,3
17,20,2
17,24,3
18,9,3
18,23,1
19,5,4
19,10,4
19,13,2
19,24,1
20,0,3
20,9,3
20,11,4
20,15,3
20,22,3
21,5,4
21,7,5
21,14,2
21,21,1
22,9,2
22,12,4
22,22,4
23,3,2
24,0,3
24,5,4
24,7,5
24,12,5
24,20,4
24,22,4
