# 25:25 (xy)
0,1,3
0,12,2
0,14,5
0,17,6
0,20,2
1,19,2
1,23,3
2,2,4
2,8,4
2,11,2
2,13,1
3,1,3
3,9,2
3,14,7
3,17,6
3,19,5
3,23,4
4,3,2
4,8,6
4,11,1
5,1,1
5,10,3
5,14,5
5,18,4
5,24,4
6,0,2
6,2,6
6,5,1
7,3,3
7,6,3
7,8,4
7,10,5
7,14,6
7,18,6
7,22,4
8,0,2
10,14,3
10,16,1
11,3,4
11,6,3
11,24,3
12,2,5
12,10,6
12,13,6
12,17,2
13,0,2
13,5,2
13,11,1
14,13,4
14,18,6
14,21,2
14,24,3
15,11,3
15,22,6
16,5,3
16,7,4
16,10,6
16,13,3
17,14,2
17,17,5
17,20,2
17,22,5
17,24,4
18,2,5
18,7,7
18,9,2
19,13,4
19,17,4
19,21,1
19,24,2
20,0,2
20,3,1
20,7,5
20,10,4
21,2,5
21,5,3
21,13,5
21,22,2
22,0,3
22,17,4
22,19,3
22,23,1
23,21,2
23,24,3
24,0,4
24,2,6
24,13,5
24,15,4
24,17,4
