# 22:22 (xy)
0,1,1
0,4,2
0,9,2
0,11,3
0,13,3
0,17,2
0,21,3
1,0,4
1,3,4
1,14,5
1,18,2
3,1,2
3,4,4
3,7,3
3,11,2
3,15,2
3,19,4
3,21,4
4,0,4
4,5,3
4,10,3
4,12,2
4,14,4
4,16,2
5,3,1
5,9,2
6,6,2
6,19,3
6,21,3
7,10,3
8,18,2
9,10,3
9,16,1
10,0,4
10,6,6
10,8,2
10,12,1
11,4,2
11,11,2
11,14,4
12,10,2
12,13,1
12,21,3
13,0,4
13,4,5
13,9,4
13,12,3
13,14,4
13,18,5
14,19,3
15,13,2
15,18,5
16,3,3
16,9,4
16,12,4
16,17,1
17,19,3
17,21,5
18,3,5
18,6,3
18,11,1
19,4,2
19,8,3
19,12,4
19,16,4
19,18,4
20,3,4
20,9,2
21,0,2
21,10,3
21,12,5
21,16,6
21,18,6
21,21,4
