# 20:20 (xy)
0,4,3
0,8,2
0,14,4
0,16,3
1,5,1
1,9,3
1,11,1
2,0,4
2,2,2
3,1,2
3,4,5
3,7,2
3,9,4
3,12,3
3,14,5
3,16,5
3,19,2
5,3,2
5,14,6
5,16,6
6,0,6
6,2,3
7,3,5
7,7,4
7,12,3
7,16,5
7,18,4
8,0,4
8,5,3
8,11,1
9,2,1
9,6,3
9,9,3
10,0,5
10,3,8
10,5,4
10,12,1
11,6,3
11,9,5
11,14,7
11,16,4
11,18,3
12,1,2
12,3,6
12,13,2
12,15,2
12,17,4
13,0,4
13,5,4
13,8,6
13,10,2
13,19,2
14,12,2
14,14,6
14,17,3
15,1,2
15,6,1
15,8,6
15,13,3
15,15,1
15,19,3
17,1,4
17,5,5
17,7,2
17,16,2
17,19,4
18,13,1
19,0,3
19,2,2
19,8,4
19,14,4
19,19,2
