# 25:24 (xy)
0,2,2
0,5,4
0,12,4
0,15,3
0,21,4
0,23,3
1,0,3
1,6,4
1,8,2
1,14,3
1,17,4
2,4,1
2,21,2
3,7,3
3,11,6
3,13,3
3,16,2
4,1,1
4,4,4
4,6,3
4,18,3
4,23,4
5,5,2
5,7,3
5,19,3
5,22,3
6,0,3
6,3,3
6,8,3
6,11,3
7,18,2
8,0,5
8,2,3
8,17,2
9,5,4
9,8,4
9,16,5
9,19,6
9,22,5
11,0,5
11,2,3
12,1,3
12,3,7
12,5,8
12,10,3
12,15,1
13,4,1
14,3,3
14,6,3
14,16,6
14,22,3
15,1,2
16,9,3
16,12,3
16,15,2
16,20,3
16,22,4
17,3,3
18,9,4
18,16,7
18,20,6
18,23,2
19,1,1
19,6,2
19,11,2
19,14,1
19,22,2
20,4,3
20,9,1
20,16,4
20,18,3
20,20,7
20,23,4
21,0,4
21,3,3
22,5,3
22,13,1
22,23,3
23,0,4
23,4,6
23,6,4
23,9,4
23,11,3
23,16,3
23,20,5
23,22,2
24,10,2
24,23,3
