# 25:25 (xy)
0,3,2
0,5,4
0,12,3
0,14,3
0,22,4
0,24,3
1,2,1
1,7,4
1,10,3
1,13,6
1,15,3
1,19,1
2,16,2
2,22,3
3,18,4
3,24,6
4,0,2
4,7,6
4,9,3
5,18,3
5,20,2
6,0,4
6,4,1
6,9,2
6,22,1
7,2,3
7,7,7
7,13,6
7,19,4
8,8,2
8,12,3
9,2,4
9,4,5
9,7,7
9,9,2
9,22,2
10,6,2
11,4,4
11,7,3
11,9,5
11,12,2
11,15,1
11,19,5
11,24,3
12,20,3
13,6,4
13,9,3
14,2,6
14,4,5
14,17,1
14,19,5
15,10,1
15,13,5
15,18,2
15,22,4
15,24,3
16,4,2
16,23,2
17,6,4
17,13,6
17,19,3
18,2,2
18,15,3
18,17,3
18,20,5
18,22,3
19,0,4
20,7,2
20,9,4
20,11,5
20,13,7
20,15,5
20,17,5
20,20,5
20,23,4
21,0,3
21,3,3
21,18,1
22,4,1
22,17,1
22,19,2
23,3,3
23,6,3
23,9,3
23,11,5
23,13,5
23,18,3
24,2,2
24,5,3
24,8,3
24,10,4
24,15,3
24,17,3
24,19,6
24,22,3
24,24,2
