# 25:25 (xy)
0,0,3
0,2,4
0,4,3
0,6,3
0,8,5
0,11,5
0,13,4
0,23,2
1,16,4
1,19,5
1,22,1
2,0,3
2,5,3
2,8,6
2,11,5
3,3,1
3,19,4
3,23,5
4,13,1
4,24,1
6,0,4
6,3,4
6,6,2
6,8,3
6,11,3
6,24,2
7,1,2
7,16,6
7,23,6
8,0,3
8,2,1
8,4,2
8,7,2
8,9,4
8,13,3
9,24,3
10,0,4
10,3,1
10,6,5
10,8,2
10,17,1
11,19,3
11,23,3
12,1,3
12,6,6
12,9,4
12,13,5
12,17,3
13,24,3
14,1,3
14,5,1
14,10,1
14,13,5
14,17,4
14,19,4
15,2,2
15,6,8
15,8,4
15,12,3
15,20,2
15,24,4
16,1,4
16,3,4
16,5,2
17,0,3
17,7,2
17,12,3
18,17,2
18,19,6
18,22,3
18,24,3
19,1,5
19,3,3
20,2,2
20,6,5
20,13,4
20,16,4
20,19,5
20,24,4
21,1,4
21,3,4
21,7,5
21,9,6
21,11,3
21,18,3
21,21,2
22,0,1
22,10,2
22,20,4
22,22,2
22,24,3
23,2,1
23,7,3
23,9,4
23,11,2
23,14,2
23,19,1
24,1,2
24,12,3
24,15,3
24,17,2
24,20,4
24,23,2
