# 25:24 (xy)
0,5,2
0,8,3
0,10,2
0,12,2
0,16,2
0,19,2
2,4,1
2,7,3
2,11,3
2,14,3
3,17,2
3,19,5
3,22,2
4,0,4
4,5,3
4,7,5
4,14,6
4,18,4
6,2,1
6,7,6
6,11,3
6,23,2
7,0,4
7,3,3
7,6,1
8,9,2
8,11,3
9,23,3
10,1,2
10,3,5
10,7,5
10,10,3
10,13,2
10,16,1
10,18,3
11,14,4
11,19,6
11,22,4
12,1,4
12,3,5
12,7,6
12,16,1
13,9,2
13,19,4
14,0,3
14,3,3
14,7,6
14,16,1
14,23,2
15,8,3
15,10,3
15,13,3
16,1,5
16,4,5
16,6,3
16,22,3
17,10,5
17,13,6
17,19,2
18,12,1
18,14,2
18,17,3
18,20,4
18,22,5
19,1,5
19,4,5
19,6,4
19,10,2
19,15,2
20,8,5
20,12,2
20,20,3
20,22,2
21,14,1
22,0,2
22,6,2
22,8,3
22,11,2
22,13,5
22,15,4
22,23,2
23,20,1
24,1,2
24,7,4
24,13,4
24,17,3
24,23,2
