# 25:24 (xy)
0,3,2
0,8,6
0,14,4
0,16,5
0,22,4
1,23,2
2,2,4
2,5,5
2,8,7
2,12,3
2,16,4
2,19,2
3,7,2
3,13,1
3,15,4
3,22,5
4,12,1
4,18,2
4,21,3
4,23,3
5,0,2
5,10,2
5,15,4
6,7,4
6,23,3
8,8,6
8,13,2
8,21,2
9,10,2
9,18,2
9,22,2
10,0,5
10,2,3
10,12,2
10,17,2
10,23,5
11,22,2
12,10,4
13,0,5
13,5,5
13,7,4
14,8,3
14,18,3
14,20,4
14,22,3
15,0,6
15,4,4
15,12,3
15,15,4
16,18,3
16,20,7
16,23,5
17,5,4
17,8,5
17,10,8
17,13,2
18,0,4
19,10,5
19,12,3
19,15,4
19,17,3
19,20,4
19,23,4
20,4,2
21,0,4
21,5,5
21,7,3
21,10,7
21,13,5
21,18,6
21,23,4
24,5,3
24,10,5
24,13,3
24,18,3
