# 25:24 (xy)
0,2,3
0,10,2
0,16,2
0,18,3
0,23,3
1,0,1
2,3,3
2,17,2
3,4,3
3,7,3
3,10,3
3,12,1
3,19,2
3,23,5
4,6,2
4,8,4
4,11,6
4,18,5
6,4,5
6,9,2
6,12,2
6,18,7
6,22,3
8,4,4
8,6,3
8,9,3
8,11,5
8,13,3
8,15,2
9,3,3
9,14,1
9,18,4
9,21,2
10,4,1
10,7,4
10,10,3
10,15,4
11,17,2
12,0,3
12,5,2
13,13,3
13,15,9
13,17,7
13,19,6
13,22,5
14,2,4
14,5,4
14,7,7
14,9,1
15,13,3
15,15,8
15,17,5
15,19,4
16,6,2
16,8,1
17,0,3
17,15,3
17,22,3
18,6,4
18,8,4
18,10,6
18,19,4
18,23,1
19,14,1
20,0,5
20,2,4
20,8,3
20,10,6
20,13,2
20,15,1
20,19,5
20,21,2
21,1,1
21,3,5
21,6,3
21,14,4
21,17,3
21,22,3
22,0,5
22,2,1
22,7,2
23,3,4
23,10,4
23,12,2
23,14,4
23,16,1
24,0,3
24,7,2
24,18,1
