# 25:25 (xy)
0,0,2
0,12,1
1,2,2
1,4,4
1,7,3
1,15,3
1,19,4
1,23,2
2,9,2
2,12,3
2,16,4
2,20,4
2,24,3
3,0,3
3,4,6
3,7,7
3,14,2
4,2,2
4,10,1
4,16,5
4,18,4
4,21,1
4,24,5
5,0,2
6,4,4
6,6,3
6,8,2
6,11,3
6,13,2
6,15,2
6,18,5
6,20,7
6,22,3
7,7,5
7,19,1
8,2,3
8,6,4
8,9,4
8,11,6
8,16,4
8,18,2
8,22,3
8,24,5
9,15,2
9,17,4
9,20,2
10,4,5
10,6,6
10,21,1
10,24,4
11,0,3
11,5,2
12,6,2
12,17,4
12,22,3
12,24,6
13,0,4
13,11,4
13,16,4
14,5,3
14,7,5
14,9,4
14,12,2
14,14,3
14,19,3
14,24,6
15,4,5
15,6,1
15,8,2
15,13,4
16,0,5
16,2,4
16,5,2
16,7,6
16,12,1
16,16,2
16,20,2
16,24,4
17,14,2
17,21,2
18,4,5
18,6,2
18,13,5
18,17,7
18,19,3
18,22,1
19,0,3
19,2,4
19,18,1
19,20,2
20,5,2
20,7,5
20,9,2
20,11,4
20,13,4
20,16,1
20,22,3
20,24,5
21,21,4
21,23,1
22,2,2
22,4,3
22,11,7
22,14,3
22,17,5
22,19,1
22,22,2
22,24,5
24,3,1
24,5,3
24,7,4
24,11,5
24,17,4
24,21,5
24,24,3
