# 25:24 (xy)
0,13,1
0,17,2
0,19,4
0,22,3
1,5,4
1,9,4
1,18,3
2,0,3
2,2,3
2,11,4
2,15,5
2,17,2
2,20,2
2,22,4
3,19,2
3,23,2
4,2,4
4,5,6
4,8,5
4,11,4
5,0,2
5,10,2
5,12,4
5,14,1
5,19,1
6,13,2
6,15,3
6,23,3
7,2,2
7,12,4
7,16,6
7,18,7
7,20,4
7,22,3
8,0,2
8,19,1
8,21,2
9,14,2
9,16,4
10,10,3
10,13,1
10,18,5
10,21,3
10,23,3
12,10,3
12,14,3
12,19,4
12,23,4
13,2,5
13,5,3
14,3,1
14,8,7
14,10,5
14,14,3
14,19,2
15,2,4
15,6,3
15,18,5
15,23,3
16,0,2
16,21,1
17,16,1
18,0,3
18,2,5
18,6,5
18,22,1
19,4,1
19,13,1
20,6,2
20,14,4
20,18,8
20,21,3
21,4,3
21,8,5
21,10,3
21,13,2
21,19,2
21,22,2
22,0,1
22,6,2
22,11,3
22,14,4
22,18,4
23,23,1
24,2,3
24,12,2
24,15,2
24,17,3
24,19,3
