# 24:25 (xy)
0,0,3
0,10,4
0,14,3
0,17,4
0,19,6
0,21,5
0,23,3
1,22,2
3,0,4
3,7,1
3,21,1
4,3,1
4,6,3
4,10,5
4,14,4
4,17,3
5,12,2
5,19,7
5,22,6
6,2,3
6,5,5
6,7,4
6,13,1
6,24,1
7,14,2
7,17,3
7,19,3
8,5,2
8,23,3
9,13,4
9,16,4
10,0,3
10,11,1
10,24,2
12,0,3
12,2,4
12,6,3
12,11,2
12,23,3
13,13,3
13,16,5
13,24,3
14,7,5
14,10,2
14,20,2
15,0,4
15,5,1
15,11,2
15,16,6
15,19,4
16,7,6
16,12,5
16,15,2
17,20,6
17,22,5
18,0,4
18,3,1
19,6,2
19,12,1
19,20,4
19,22,3
20,2,2
20,7,6
20,9,4
20,16,5
20,18,2
20,24,4
21,12,1
21,23,1
22,13,1
22,17,3
22,19,5
22,24,4
23,0,3
23,3,4
23,9,5
23,12,4
23,15,2
23,18,2
23,20,2
23,22,1
