# 24:25 (xy)
0,0,3
0,2,4
0,10,2
0,13,2
0,15,3
0,22,2
1,16,1
1,19,3
1,24,3
2,3,1
2,8,5
2,12,6
2,18,4
2,23,2
3,0,3
3,5,1
4,14,3
4,16,2
4,24,2
5,0,4
5,5,3
5,8,6
5,20,2
5,23,5
6,4,2
6,6,1
6,16,4
6,18,3
7,5,2
7,8,5
7,12,8
7,14,4
8,0,6
8,2,6
8,4,3
9,5,2
9,7,2
9,9,1
9,13,3
9,16,6
9,18,5
9,23,4
10,3,2
10,12,6
11,2,3
11,6,2
11,8,3
11,19,2
11,24,4
12,0,4
12,13,3
12,15,2
13,5,2
13,8,5
13,10,1
13,14,1
13,16,4
13,18,5
13,20,4
13,24,4
14,3,1
14,12,5
14,19,1
14,21,2
15,0,3
16,18,1
16,21,5
16,24,5
17,0,2
17,14,3
17,17,2
18,21,4
18,24,5
19,14,3
19,18,5
19,20,5
20,0,4
20,2,4
20,4,5
20,7,5
20,10,4
20,12,5
20,15,3
20,17,3
20,21,2
20,24,5
21,9,1
21,14,4
21,16,4
22,0,2
22,7,3
22,13,2
22,17,4
22,19,2
22,22,2
22,24,4
23,2,2
23,4,5
23,11,3
23,14,3
23,16,5
23,20,4
