# 24:25 (xy)
0,0,2
0,8,4
0,20,3
2,0,3
2,9,2
2,14,3
2,20,3
4,17,2
4,20,7
4,24,4
5,0,5
5,2,3
5,7,2
6,16,1
6,20,4
7,0,4
7,4,5
7,7,4
7,21,2
7,24,5
8,14,3
8,18,2
9,5,4
9,7,3
10,9,3
10,20,6
10,23,1
11,0,3
11,4,5
12,2,1
12,5,6
12,8,5
12,15,1
12,22,3
12,24,4
13,4,4
13,11,2
13,14,5
13,16,3
13,18,3
13,20,5
14,22,4
14,24,4
15,14,4
15,17,2
16,24,3
17,5,6
17,8,5
17,13,3
18,4,2
18,15,3
18,17,4
18,22,3
18,24,5
19,2,5
19,5,6
19,8,6
19,13,4
19,18,1
20,15,2
21,2,3
21,7,1
21,17,6
21,20,6
21,24,5
22,10,1
22,14,3
23,8,2
23,17,4
23,19,3
23,24,4
