# 25:25 (xy)
0,3,4
0,7,5
0,14,4
0,18,6
0,20,2
1,0,1
1,22,2
1,24,3
2,3,2
2,8,3
2,15,6
2,18,7
2,23,2
4,1,2
4,20,1
5,5,2
5,8,2
6,0,2
7,1,5
7,5,6
8,0,2
8,8,3
8,15,8
8,18,7
8,20,4
9,2,1
9,5,4
9,7,3
9,9,1
10,1,4
10,11,5
10,15,6
10,18,8
10,20,3
11,0,3
11,4,2
11,8,1
12,1,3
12,3,3
12,14,1
12,18,5
12,24,3
13,4,2
13,11,6
13,17,3
14,20,1
15,1,3
15,3,7
15,5,4
15,8,4
15,11,7
15,15,3
15,17,2
15,22,3
15,24,4
16,13,3
16,16,5
16,18,6
16,20,4
17,0,5
17,3,6
17,5,3
17,9,3
18,1,2
18,16,1
18,22,1
19,15,2
19,18,5
20,1,4
20,3,6
20,9,3
21,13,3
21,18,4
21,20,5
21,24,3
22,16,2
23,0,2
24,3,3
24,8,3
24,11,3
24,14,2
24,16,5
24,23,2
