# 25:25 (xy)
0,3,2
0,10,3
0,12,3
0,19,4
0,21,1
2,3,5
2,9,6
2,11,4
2,13,4
2,19,8
2,23,4
3,6,2
3,8,3
3,16,2
4,23,2
5,0,2
5,11,3
5,13,3
5,17,3
5,19,6
5,21,3
5,24,3
6,16,3
7,9,5
7,15,1
8,8,4
8,17,4
8,19,6
8,22,4
10,9,4
10,16,4
10,20,1
11,6,4
11,8,4
12,11,2
12,22,7
12,24,3
13,0,3
14,6,2
14,22,4
16,9,1
16,14,2
16,22,6
16,24,5
17,0,4
17,3,7
17,15,5
17,19,2
18,6,2
18,8,4
18,12,4
18,14,4
19,0,2
19,4,1
20,3,4
20,15,4
20,18,2
21,4,2
21,10,2
21,14,6
21,21,2
22,0,3
22,2,2
23,14,2
23,22,3
24,1,2
24,3,6
24,11,4
24,13,4
24,19,3
24,24,3
